id,neighbourhood,street,zipcode,smart_location,is_location_exact,property_type,room_type,accommodates,bedrooms,beds,Q1 2019 AVG,Q2 2019 AVG,Q3 2019 AVG,Q4 2019 AVG,Q1 2020 AVG,Q2 2020 AVG,Q3 2020 AVG
8403657,Smithfield,Dublin; Ireland,D7,Dublin; Ireland,f,Apartment,Shared room,1,1,1,12.00,12.00,12.00,12.00,12.00,12.00,12.00
8404040,Old City,Dublin; Dublin; Ireland,Dublin 8,Dublin; Ireland,t,Apartment,Private room,2,1,1,80.00,80.00,80.00,80.00,80.00,80.00,82.00
8405783,Docklands,Ringsend; Dublin; Ireland,,Ringsend; Ireland,t,Apartment,Private room,2,1,1,60.00,60.00,60.00,60.00,60.00,60.00,60.00
8422922,Docklands,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,8,2,5,233.33,116.66,350.00,350.00,350.00,233.33,0.00
8439244,Temple Bar,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,4,1,2,120.00,40.00,80.00,120.00,120.00,40.00,148.66
8440259,,Howth; Dublin; Ireland,,Howth; Ireland,t,Apartment,Entire home/apt,6,2,4,185.00,185.00,185.00,185.00,185.00,185.00,187.00
8443030,Docklands,Dublin; Dublin; Ireland,1.00,Dublin; Ireland,t,Apartment,Entire home/apt,4,2,2,150.00,150.00,50.00,0.00,0.00,0.00,0.00
8446604,Grafton Street/St. Stephens Green,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,6,2,3,110.00,110.00,110.00,110.00,110.00,113.33,149.33
8447279,Docklands,Dublin; Dublin; Ireland,4.00,Dublin; Ireland,t,Apartment,Entire home/apt,2,1,1,119.00,119.00,119.00,119.00,119.00,119.00,119.00
8463554,Grafton Street/St. Stephens Green,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,10,3,5,500.00,500.00,500.00,500.00,333.33,0.00,0.00
8464376,Trinity College,Dublin; Dublin; Ireland,D02 PN32,Dublin; Ireland,t,Apartment,Entire home/apt,4,2,3,61.66,0.00,0.00,0.00,0.00,0.00,0.00
8464863,Blackrock,Blackrock; Dublin; Ireland,0.00,Blackrock; Ireland,f,House,Private room,2,1,1,50.00,50.00,50.00,50.00,50.00,50.00,50.00
8464951,Trinity College,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,2,1,1,28.33,0.00,0.00,0.00,0.00,0.00,0.00
8466682,North City Central/O'Connell Street,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,50.00,50.00,50.00,50.00,50.00,50.00,50.00
8478476,Monkstown,Dun Laoghaire; Dublin; Ireland,A96 YN12,Dun Laoghaire; Ireland,t,House,Private room,2,1,1,45.00,45.00,45.00,45.00,45.00,45.00,45.00
8485823,Rialto,Dublin; Dublin; Ireland,8.00,Dublin; Ireland,f,Apartment,Private room,2,1,1,59.00,59.00,19.66,0.00,0.00,0.00,0.00
8493145,Ballybough,Dublin D03 NP84; Ireland,,Dublin D03 NP84; Ireland,t,Townhouse,Private room,2,1,1,55.00,55.00,60.00,60.00,60.00,60.00,60.00
8494853,,Dublin; Dublin; Ireland,8.00,Dublin; Ireland,t,Condominium,Entire home/apt,4,2,4,70.00,0.00,0.00,0.00,0.00,0.00,0.00
8512998,Drumcondra,Drumcondra; Dublin 3; Ireland,,Drumcondra; Ireland,t,Apartment,Entire home/apt,2,1,1,90.00,90.00,90.00,90.00,90.00,90.00,90.00
8520720,,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,3,2,2,200.00,66.66,0.00,0.00,0.00,0.00,0.00
8521217,Ranelagh and Rathmines,Dublin; Rathmines (along canal); Ireland,6.00,Dublin; Ireland,t,Apartment,Entire home/apt,3,2,2,150.00,150.00,150.00,150.00,150.00,150.00,110.00
8526573,Ballinteer,Rathfarnham; Dublin 16; Ireland,,Rathfarnham; Ireland,t,House,Private room,2,1,3,60.00,60.00,40.00,0.00,0.00,0.00,0.00
8538389,Sandymount,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,450.00,450.00,450.00,450.00,450.00,450.00,150.00
8545198,Raheny,Raheny; Dublin; Ireland,,Raheny; Ireland,t,Apartment,Entire home/apt,4,1,1,120.00,120.00,130.00,150.00,100.00,0.00,0.00
8546527,,Malahide; Dublin; Ireland,,Malahide; Ireland,t,Apartment,Entire home/apt,3,2,2,110.00,110.00,110.00,110.00,110.00,110.00,110.00
8550046,Georgian Quarter,Dublin 2; Dublin; Ireland,2.00,Dublin 2; Ireland,t,House,Entire home/apt,10,3,3,185.00,0.00,0.00,0.00,0.00,0.00,0.00
8559817,,Blanchardstown; Dublin; Ireland,D15,Blanchardstown; Ireland,t,Townhouse,Private room,1,1,1,25.00,25.00,25.00,25.00,25.00,25.00,26.33
8563380,Terenure,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,2,2,2,70.00,70.00,70.00,70.00,70.00,70.00,70.00
8571353,Ballsbridge,Ballsbridge; Dublin; Ireland,,Ballsbridge; Ireland,t,House,Entire home/apt,7,4,4,550.00,550.00,550.00,550.00,550.00,550.00,550.00
8577984,Ballsbridge,Donnybrook; Dublin; Ireland,,Donnybrook; Ireland,t,House,Entire home/apt,4,2,2,132.33,133.00,135.00,135.00,137.66,136.00,127.66
8592214,,Kilternan; Dublin; Ireland,,Kilternan; Ireland,t,Cabin,Entire home/apt,8,4,4,280.00,280.00,280.00,280.00,0.00,0.00,0.00
8604371,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,2,1,1,65.00,65.00,65.00,65.00,65.00,65.00,65.00
8608235,Ringsend/Irishtown,Irishtown; Dublin; Ireland,Dublin 4,Irishtown; Ireland,t,Townhouse,Private room,2,1,1,70.00,70.00,70.00,70.00,70.00,70.00,70.00
8613199,Grafton Street/St. Stephens Green,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,3,1,2,105.00,105.00,105.00,0.00,0.00,0.00,0.00
8618844,Ballsbridge,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,2,1,1,85.00,85.00,85.00,85.00,85.00,85.00,85.00
8624100,Phoenix Park and Surrounds,Dublin; Dublin; Ireland,,Dublin; Ireland,t,House,Private room,1,1,1,50.00,50.00,50.00,50.00,50.00,50.00,50.00
8625574,Georgian Quarter,Dublin; Dublin; Ireland,2.00,Dublin; Ireland,f,Apartment,Entire home/apt,6,2,3,250.00,250.00,250.00,250.00,250.00,250.00,233.33
8639320,Ballyfermot,Dublin; Dublin; Ireland,12.00,Dublin; Ireland,t,Apartment,Private room,1,1,1,33.00,0.00,0.00,0.00,0.00,0.00,0.00
8639648,Kilmainham,Dublin; Dublin; Ireland,8.00,Dublin; Ireland,t,House,Private room,2,1,1,50.00,50.00,50.00,50.00,50.00,50.00,50.00
8643994,Artane,Artane; Dublin; Ireland,,Artane; Ireland,t,House,Private room,1,1,1,30.00,30.00,30.00,30.00,30.00,30.00,28.66
8648545,Santry,Santry; Dublin; Ireland,,Santry; Ireland,t,Apartment,Entire home/apt,9,3,4,180.00,180.00,180.00,180.00,180.00,180.00,221.33
8648997,Drumcondra,Drumcondra; Dublin; Ireland,,Drumcondra; Ireland,t,Apartment,Entire home/apt,2,1,1,80.00,80.00,80.00,80.00,80.00,80.00,80.00
8650923,Knocklyon,Hunters Wood; County Dublin; Ireland,D24 E2N3,Hunters Wood; Ireland,t,Serviced apartment,Private room,1,1,1,10.66,0.00,0.00,0.00,0.00,0.00,19.33
8660275,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,4,1,2,75.00,75.00,75.00,75.00,75.00,0.00,0.00
8661933,Docklands,Dublin; Dublin; Ireland,2.00,Dublin; Ireland,f,Apartment,Entire home/apt,6,2,4,350.00,350.00,233.33,350.00,350.00,0.00,0.00
8666244,Kilmainham,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,2,1,1,150.00,150.00,100.00,0.00,0.00,0.00,0.00
8668079,Ranelagh and Rathmines,Rathmines; Dublin 8; Ireland,,Rathmines; Ireland,t,Apartment,Entire home/apt,2,1,1,130.00,130.00,130.00,130.00,130.00,130.00,130.00
8668624,Docklands,Hanover Quay; Dublin; Ireland,2.00,Hanover Quay; Ireland,f,Apartment,Entire home/apt,8,2,5,350.00,350.00,350.00,116.66,0.00,0.00,0.00
8670429,Ringsend/Irishtown,Ringsend; Dublin; Ireland,,Ringsend; Ireland,t,House,Entire home/apt,3,2,1,150.00,150.00,150.00,150.00,150.00,150.00,150.00
8679787,Old City,Christchuch; Dublin; Ireland,8.00,Christchuch; Ireland,f,Townhouse,Entire home/apt,4,2,2,105.00,105.00,105.00,105.00,105.00,105.00,235.00
8682110,Docklands,Dublin; Dublin; Ireland,2.00,Dublin; Ireland,f,Apartment,Entire home/apt,8,2,5,350.00,350.00,350.00,350.00,350.00,233.33,0.00
8686807,Docklands,Ringsend; Dublin; Ireland,,Ringsend; Ireland,t,Townhouse,Entire home/apt,2,1,1,120.00,120.00,120.00,40.00,0.00,0.00,0.00
8694420,Docklands,Ringsend; Dublin; Ireland,none,Ringsend; Ireland,f,Townhouse,Entire home/apt,2,1,1,100.00,100.00,100.00,100.00,100.00,100.00,100.00
8694682,,Lucan; Dublin; Ireland,0.00,Lucan; Ireland,f,House,Private room,5,1,3,11.66,0.00,0.00,0.00,0.00,0.00,0.00
8697709,Old City,Dublin; Dublin; Ireland,,Dublin; Ireland,t,House,Private room,2,1,1,85.00,85.00,85.00,85.00,85.00,85.00,89.66
8719028,Stoneybatter/Arbour Hill,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,2,1,1,57.00,75.00,75.00,75.00,75.00,75.00,72.33
8730143,Ballsbridge,Ballsbridge; Dublin; Ireland,,Ballsbridge; Ireland,t,House,Private room,2,1,1,39.00,39.00,39.00,39.00,39.00,39.00,46.33
8731351,North City Central/O'Connell Street,Dublin; Dublin; Ireland,Dublin 1,Dublin; Ireland,f,Apartment,Entire home/apt,4,2,0,71.33,107.00,107.00,107.00,71.33,107.00,85.00
8739956,Docklands,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,10,3,3,249.00,249.00,249.00,249.00,249.00,249.00,169.33
8746217,Glasnevin,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Townhouse,Private room,1,1,1,35.00,11.66,0.00,0.00,0.00,0.00,0.00
8748836,Portobello,Dublin; Dublin; Ireland,,Dublin; Ireland,t,House,Private room,2,1,1,53.00,53.00,53.00,53.00,53.00,53.00,153.00
8750563,Ballsbridge,Ballsbridge; Dublin; Ireland,,Ballsbridge; Ireland,t,Apartment,Entire home/apt,2,1,2,108.00,108.00,108.00,0.00,0.00,0.00,0.00
8757396,The Liberties,Dublin 8; Dublin; Ireland,D8,Dublin 8; Ireland,t,Apartment,Private room,2,1,1,500.00,500.00,500.00,500.00,500.00,500.00,500.00
8759826,Docklands,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,45.00,45.00,45.00,45.00,45.00,45.00,45.00
8760612,Clontarf,Clontarf; Dublin; Ireland,3.00,Clontarf; Ireland,f,Apartment,Entire home/apt,4,2,3,120.00,120.00,120.00,0.00,0.00,0.00,0.00
8766196,Portobello,Dublin; Dublin; Ireland,8.00,Dublin; Ireland,t,Apartment,Entire home/apt,4,1,2,95.00,95.00,95.00,95.00,95.00,95.00,95.00
9448528,The Liberties,Dublin; Dublin; Ireland,D8,Dublin; Ireland,f,Apartment,Entire home/apt,3,1,2,110.00,110.00,110.00,110.00,110.00,110.00,89.33
8767709,Ranelagh and Rathmines,Donnybrook; Dublin; Ireland,Dublin 4,Donnybrook; Ireland,t,Apartment,Entire home/apt,4,2,2,200.00,200.00,200.00,200.00,200.00,200.00,200.00
8777085,Docklands,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,80.00,80.00,80.00,80.00,80.00,80.00,80.00
8784741,Smithfield,Dublin; Dublin; Ireland,7.00,Dublin; Ireland,f,Apartment,Entire home/apt,5,2,4,207.00,225.00,150.00,225.00,225.00,225.00,297.66
8788661,Sandymount,Sadnymount; Dublin; Ireland,DO4 AV82,Sadnymount; Ireland,f,House,Entire home/apt,4,2,2,500.00,500.00,500.00,500.00,500.00,500.00,500.00
8791866,Portobello,Dublin; Dublin; Ireland,8.00,Dublin; Ireland,t,House,Entire home/apt,2,1,1,85.00,85.00,85.00,85.00,85.00,85.00,85.00
8791944,Stoneybatter/Arbour Hill,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,35.00,35.00,35.00,35.00,35.00,35.00,35.00
8792184,,Celbridge; Kildare; Ireland,,Celbridge; Ireland,f,Apartment,Entire home/apt,2,1,1,45.00,45.00,45.00,45.00,45.00,45.00,45.00
8793671,Smithfield,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,59.00,59.00,59.00,59.00,59.00,59.00,61.00
8797939,Docklands,Dublin; Dublin; Ireland,2.00,Dublin; Ireland,f,Condominium,Private room,2,1,1,70.00,70.00,46.66,0.00,0.00,0.00,0.00
8806790,Monkstown,Dublin; Dublin; Ireland,,Dublin; Ireland,t,House,Entire home/apt,4,2,2,120.00,120.00,120.00,120.00,120.00,120.00,120.00
8812874,Ballsbridge,Ballsbridge; Dublin; Ireland,,Ballsbridge; Ireland,t,House,Entire home/apt,8,3,3,235.00,235.00,0.00,0.00,0.00,0.00,0.00
8835332,Grafton Street/St. Stephens Green,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,2,1,1,85.00,85.00,85.00,85.00,85.00,85.00,87.00
8838761,North City Central/O'Connell Street,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,49.00,49.00,49.00,49.00,49.00,49.00,49.66
8845142,Sandymount,Ballsbridge; Dublin; Ireland,,Ballsbridge; Ireland,t,House,Private room,2,1,1,50.00,50.00,50.00,33.33,0.00,0.00,0.00
8846303,Sandymount,Ballsbridge; Dublin; Ireland,,Ballsbridge; Ireland,t,House,Private room,1,1,1,40.00,40.00,40.00,26.66,0.00,0.00,0.00
8853651,Docklands,Dublin 2; County Dublin; Ireland,D02 K510,Dublin 2; Ireland,t,Apartment,Entire home/apt,8,2,5,350.00,350.00,350.00,116.66,0.00,0.00,0.00
8859271,Donnybrook,Milltown; Dublin; Ireland,,Milltown; Ireland,t,House,Entire home/apt,7,3,3,500.00,500.00,500.00,500.00,500.00,500.00,500.00
8863371,Docklands,Dublin; Dublin; Ireland,1.00,Dublin; Ireland,t,Loft,Private room,2,1,1,85.00,85.00,85.00,85.00,85.00,85.00,85.00
8866799,Georgian Quarter,Dublin; Dublin; Ireland,Dublin 2,Dublin; Ireland,t,Apartment,Entire home/apt,6,3,3,120.00,120.00,120.00,120.00,40.00,0.00,0.00
8873969,The Liberties,Dublin; Dublin; Ireland,,Dublin; Ireland,t,House,Private room,2,1,1,50.00,16.66,50.00,50.00,50.00,50.00,16.66
8885662,Monkstown,Monkstown; Dublin; Ireland,,Monkstown; Ireland,t,House,Entire home/apt,1,3,4,100.00,100.00,100.00,100.00,100.00,100.00,100.00
8898765,Ringsend/Irishtown,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,2,1,1,80.00,80.00,80.00,80.00,80.00,80.00,80.00
8903563,Cabra,Dublin; Dublin; Ireland,,Dublin; Ireland,t,House,Entire home/apt,4,2,3,80.00,80.00,80.00,80.00,80.00,80.00,80.00
8904823,Smithfield,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,4,2,2,110.00,188.33,133.33,0.00,60.00,0.00,0.00
8915234,Old City,Dublin; Dublin; Ireland,D8,Dublin; Ireland,t,Townhouse,Entire home/apt,4,2,2,120.00,120.00,120.00,120.00,120.00,120.00,120.00
8920354,Ballsbridge,Dublin 4; Dublin; Ireland,D4,Dublin 4; Ireland,f,Apartment,Entire home/apt,4,2,2,500.00,500.00,500.00,500.00,500.00,500.00,500.00
8928575,Ballsbridge,Dublin; NA; Ireland,4.00,Dublin; Ireland,t,House,Entire home/apt,8,4,4,450.00,450.00,450.00,450.00,450.00,450.00,450.00
8967884,Churchtown,Dundrum; Dublin; Ireland,,Dundrum; Ireland,f,Apartment,Private room,2,1,1,50.00,50.00,50.00,50.00,50.00,50.00,50.66
8968309,Ballsbridge,Ballsbridge; Dublin; Ireland,,Ballsbridge; Ireland,t,Bed and breakfast,Private room,2,1,1,56.00,56.00,56.00,56.00,56.00,56.00,62.00
9612987,Docklands,Dublin; Dublin; Ireland,D1,Dublin; Ireland,f,Apartment,Private room,2,1,1,56.00,56.00,18.66,0.00,0.00,0.00,42.00
8977131,Phoenix Park and Surrounds,Dublin; Dublin; Ireland,D07 R2R6,Dublin; Ireland,t,House,Entire home/apt,8,3,5,93.00,93.00,93.00,93.00,93.00,93.00,85.66
8977458,Docklands,Dublin; Dublin; Ireland,4.00,Dublin; Ireland,t,Apartment,Entire home/apt,4,2,4,127.00,127.00,127.00,127.00,84.66,0.00,0.00
8980856,Docklands,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,81.00,81.00,81.00,0.00,0.00,0.00,0.00
8983384,Kilmainham,Mount Brown; Dublin 8; Ireland,D08TF9R,Mount Brown; Ireland,t,House,Private room,2,1,1,90.00,90.00,90.00,90.00,90.00,90.00,0.00
8988054,,Saggart; Dublin; Ireland,0.00,Saggart; Ireland,f,Apartment,Private room,2,1,1,41.00,41.00,0.00,0.00,0.00,0.00,0.00
8988287,North City Central/O'Connell Street,Dublin; Dublin; Ireland,Dublin 1,Dublin; Ireland,f,Apartment,Private room,2,1,2,140.00,140.00,140.00,140.00,140.00,140.00,140.00
8991385,Portobello,Dublin; Dublin; Ireland,8.00,Dublin; Ireland,t,Townhouse,Entire home/apt,7,3,5,160.00,160.00,186.66,200.00,0.00,0.00,0.00
9000195,Grafton Street/St. Stephens Green,Dublin; Ireland,D2,Dublin; Ireland,f,Apartment,Private room,2,1,1,90.00,90.00,90.00,90.00,90.00,90.00,90.00
9003802,Ranelagh and Rathmines,Dublin 4; County Dublin; Ireland,D04 H2C4,Dublin 4; Ireland,f,Apartment,Entire home/apt,5,2,2,249.00,166.00,249.00,249.00,249.00,249.00,208.33
9011981,Grace Park,Drumcondra; Dublin; Ireland,,Drumcondra; Ireland,t,House,Entire home/apt,6,3,4,125.00,125.00,125.00,125.00,125.00,125.00,125.00
9015577,,Howth; Co.Dublin; Ireland,Dublin 13,Howth; Ireland,f,Condominium,Private room,2,1,1,50.00,50.00,33.33,0.00,16.66,50.00,50.00
9019742,North Strand,Dublin 3 ; Dublin; Ireland,D03 NP84,Dublin 3 ; Ireland,f,Townhouse,Private room,2,1,1,50.00,50.00,55.00,55.00,55.00,55.00,55.00
9019981,Docklands,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,55.00,55.00,55.00,55.00,55.00,55.00,55.00
9026697,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,6,2,3,350.00,350.00,116.66,233.33,233.33,0.00,0.00
9029155,North City Central/O'Connell Street,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,3,1,1,110.00,110.00,110.00,36.66,0.00,0.00,0.00
9035938,Docklands,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,2,1,1,50.00,50.00,50.00,50.00,50.00,50.00,50.00
9038493,Docklands,Dublin; Dublin; Ireland,4.00,Dublin; Ireland,f,Apartment,Entire home/apt,2,1,1,225.00,225.00,225.00,225.00,225.00,225.00,227.33
9044749,,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Guest suite,Entire home/apt,2,1,1,70.00,70.00,70.00,80.00,80.00,80.00,83.33
9045260,Docklands,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,2,2,2,200.00,200.00,200.00,200.00,200.00,200.00,183.33
9046466,Ranelagh and Rathmines,Dublin; Dublin; Ireland,6.00,Dublin; Ireland,f,House,Private room,2,1,1,100.00,100.00,100.00,100.00,100.00,100.00,100.00
9047469,Grafton Street/St. Stephens Green,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,1,1,1,37.00,37.00,37.00,37.00,37.00,37.00,37.00
9056000,Dartry,Dublin 6; Dublin 6; Ireland,,Dublin 6; Ireland,f,House,Entire home/apt,4,2,2,195.00,195.00,195.00,195.00,195.00,195.00,206.00
9057594,North City Central/O'Connell Street,Dublin 1; County Dublin; Ireland,D01 YY11,Dublin 1; Ireland,t,Apartment,Entire home/apt,2,1,1,140.00,140.00,93.33,0.00,0.00,0.00,0.00
9062287,,Rathmines; Dublin; Ireland,,Rathmines; Ireland,f,Apartment,Private room,2,1,1,49.00,49.00,49.00,49.00,16.33,0.00,0.00
9068161,Ballsbridge,Irishtown; Dublin; Ireland,,Irishtown; Ireland,t,Loft,Entire home/apt,5,2,3,180.00,180.00,180.00,180.00,0.00,0.00,0.00
9072636,,Saggart; Dublin; Ireland,,Saggart; Ireland,t,Apartment,Entire home/apt,4,2,2,125.00,125.00,125.00,125.00,125.00,125.00,125.00
9089096,The Liberties,Dublin; Dublin; Ireland,8.00,Dublin; Ireland,t,Townhouse,Entire home/apt,7,4,5,200.00,200.00,200.00,200.00,200.00,200.00,260.00
9092972,Docklands,Dublin; Dublin; Ireland,4.00,Dublin; Ireland,t,Condominium,Entire home/apt,4,2,2,179.00,179.00,179.00,179.00,179.00,179.00,179.00
9103446,Stoneybatter/Arbour Hill,Dublin; Dublin; Ireland,7.00,Dublin; Ireland,t,Apartment,Private room,1,1,1,45.00,45.00,45.00,45.00,45.00,45.00,45.00
9103602,Portobello,Dublin; Dublin; Ireland,D8,Dublin; Ireland,t,Loft,Entire home/apt,3,1,2,70.00,70.00,70.00,70.00,46.66,0.00,0.00
9109049,Rathgar,Rathgar; Dublin; Ireland,D6,Rathgar; Ireland,f,House,Private room,2,1,1,65.00,65.00,65.00,65.00,65.00,65.00,68.33
9111307,Addison Park,Glasnevin; Dublin; Ireland,,Glasnevin; Ireland,t,House,Entire home/apt,13,6,9,750.00,750.00,750.00,750.00,750.00,750.00,845.33
9111339,Blackrock,Blackrock; Dublin; Ireland,,Blackrock; Ireland,t,House,Private room,1,1,1,36.00,36.00,36.00,36.00,36.00,36.00,27.33
9112141,North City Central/O'Connell Street,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,3,1,2,78.00,52.00,0.00,0.00,0.00,0.00,0.00
9115591,Dundrum,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,4,2,2,150.00,150.00,150.00,150.00,150.00,150.00,150.00
9122047,Ranelagh and Rathmines,Rathmines; Dublin; Ireland,D6,Rathmines; Ireland,t,Apartment,Entire home/apt,2,0,2,80.00,80.00,80.00,53.33,0.00,0.00,0.00
9122092,Rathgar,Rathgar; Dublin; Ireland,6.00,Rathgar; Ireland,f,House,Private room,2,1,1,70.00,70.00,70.00,70.00,70.00,70.00,70.00
9122936,Raheny,Raheny; Dublin; Ireland,,Raheny; Ireland,t,House,Private room,2,4,1,61.00,61.00,61.00,61.00,61.00,61.00,60.33
9125372,,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Townhouse,Private room,2,1,1,48.33,45.00,48.33,50.00,0.00,0.00,0.00
9126603,Trinity College,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,75.00,75.00,75.00,75.00,75.00,75.00,77.00
9130624,Ranelagh and Rathmines,Dublin; Dublin; Ireland,,Dublin; Ireland,f,House,Entire home/apt,4,2,2,300.00,300.00,300.00,300.00,300.00,300.00,300.00
9132464,,Dublin 13; County Dublin; Ireland,,Dublin 13; Ireland,t,Apartment,Private room,2,1,1,40.00,40.00,40.00,40.00,40.00,40.00,48.00
9134891,Sandymount,Sandymount; Dublin; Ireland,,Sandymount; Ireland,t,House,Entire home/apt,2,1,1,200.00,200.00,200.00,200.00,200.00,200.00,200.00
9135700,Booterstown,Blackrock; Dublin; Ireland,County Dublin,Blackrock; Ireland,t,House,Entire home/apt,7,4,6,205.00,225.00,225.00,225.00,225.00,225.00,225.00
9136908,The Liberties,Dublin 8; Dublin; Ireland,,Dublin 8; Ireland,f,House,Private room,1,1,1,40.00,13.33,0.00,0.00,0.00,0.00,0.00
9141999,Trinity College,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,6,2,3,140.00,140.00,140.00,140.00,140.00,140.00,142.00
9145225,Docklands,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,2,1,1,107.00,35.66,71.33,71.33,107.00,0.00,0.00
9149075,Docklands,Dublin; Dublin 4; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,64.00,64.00,64.00,64.00,64.00,64.00,57.66
9151839,North City Central/O'Connell Street,Dublin; Dublin; Ireland,1.00,Dublin; Ireland,t,Apartment,Private room,2,1,1,89.00,89.00,89.00,89.00,89.00,89.00,89.00
9154752,Blackrock,Cabinteely; Dublin; Ireland,d18,Cabinteely; Ireland,t,House,Entire home/apt,5,4,4,190.00,190.00,190.00,190.00,190.00,190.00,190.00
9155049,Ranelagh and Rathmines,Ranelagh; Dublin; Ireland,6.00,Ranelagh; Ireland,t,House,Private room,10,1,5,195.00,195.00,195.00,195.00,195.00,195.00,195.00
9160181,,Dalkey; Dublin; Ireland,A96 K5F1,Dalkey; Ireland,f,Apartment,Entire home/apt,2,1,1,99.00,99.00,99.00,99.00,99.00,99.00,99.00
9162084,North City Central/O'Connell Street,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,4,1,2,95.00,95.00,95.00,95.00,95.00,95.00,95.00
9162671,Ballsbridge,Ballsbridge; Dublin; Ireland,4.00,Ballsbridge; Ireland,t,Apartment,Entire home/apt,1,1,1,100.00,100.00,100.00,100.00,100.00,100.00,100.00
9163577,Sandymount,Sandymount; Dublin; Ireland,Na,Sandymount; Ireland,f,House,Private room,2,1,1,67.33,0.00,0.00,0.00,67.33,0.00,0.00
9167831,Sandymount,Sandymount; Dublin; Ireland,,Sandymount; Ireland,t,House,Private room,2,1,1,89.00,89.00,89.00,29.66,0.00,0.00,0.00
9167934,Sandymount,Sandymount; Dublin; Ireland,,Sandymount; Ireland,t,House,Private room,2,1,1,65.00,65.00,65.00,21.66,0.00,0.00,0.00
9168276,Old City,Dublin; Dublin; Ireland,8.00,Dublin; Ireland,f,Apartment,Private room,2,1,1,85.00,28.33,0.00,0.00,0.00,0.00,0.00
9169047,Stoneybatter/Arbour Hill,Dublin; Dublin; Ireland,7.00,Dublin; Ireland,f,Cottage,Entire home/apt,4,2,3,130.00,130.00,130.00,130.00,130.00,130.00,134.00
